85.260002,50.900002 
83.349998,32.430000 
1.370000,41.439999 
63.480000,57.029999 
89.730003,59.970001 
0.020000,34.410000 
48.549999,12.420000 
70.519997,29.910000 
30.830000,54.500000 
86.160004,94.169998 
64.410004,96.809998 
99.459999,53.410000 
49.439999,31.040001 
73.650002,78.919998 
58.990002,11.730000 
40.439999,44.250000 
26.160000,87.309998 
76.690002,91.050003 
28.750000,40.169998 
48.080002,82.010002 
63.660000,48.110001 
16.420000,75.739998 
60.529999,86.949997 
5.650000,54.880001 
4.970000,91.820000 
49.049999,69.379997 
88.629997,48.520000 
86.320000,38.080002 
79.559998,23.490000 
80.519997,2.080000 
98.739998,84.489998 
46.330002,24.900000 
71.800003,86.540001 
15.960000,64.080002 
90.230003,27.559999 
9.610000,17.420000 
75.669998,26.030001 
93.160004,99.720001 
76.500000,98.809998 
54.599998,45.000000 
54.150002,67.180000 
14.380000,6.310000 
79.220001,64.220001 
7.910000,22.299999 
87.709999,51.950001 
24.379999,86.459999 
36.439999,34.240002 
74.879997,8.250000 
20.780001,90.839996 
35.849998,74.540001 
81.930000,45.459999 
91.959999,57.599998 
35.009998,85.120003 
20.850000,11.520000 
47.450001,75.449997 
56.520000,1.610000 
6.150000,34.419998 
71.440002,85.370003 
62.169998,79.349998 
7.680000,49.880001 
31.299999,32.060001 
99.860001,67.750000 
66.300003,74.750000 
39.520000,50.610001 
29.110001,38.889999 
25.150000,74.559998 
84.349998,17.110001 
32.169998,82.879997 
65.750000,16.540001 
57.919998,13.200000 
91.989998,77.959999 
78.330002,61.669998 
12.390000,49.770000 
47.040001,74.559998 
29.120001,54.720001 
87.959999,23.950001 
50.310001,51.349998 
55.220001,80.129997 
89.620003,58.259998 
30.740000,82.250000 
97.150002,19.410000 
56.820000,45.020000 
0.040000,52.509998 
27.900000,65.790001 
69.050003,85.830002 
42.520000,24.559999 
63.790001,20.850000 
86.230003,39.700001 
34.150002,33.279999 
77.779999,26.790001 
51.520000,29.270000 
50.740002,1.830000 
80.620003,5.960000 
81.970001,70.239998 
27.740000,76.230003 
52.490002,24.889999 
59.169998,72.830002 
33.430000,59.209999 
25.340000,61.340000 
88.529999,94.389999 
